Red,Green,Blue,Gray,Index,Intensity,Temperature,Depth
253,3,248,3,12,106,11.739,3
254,4,224,4,12,104,11.739,2.25
255,0,97,0,22,87,20.771,2
255,134,15,15,8,157,8.1258,0.75
255,1,243,1,12,105,11.739,3
253,0,193,0,24,98,22.577,2.25
254,1,29,1,15,80,14.448,2
255,200,12,12,7,195,7.2226,0.75
252,2,247,2,12,105,11.739,3
255,3,228,3,12,104,11.739,2.25
255,0,97,0,22,87,20.771,2
255,131,10,10,27,154,25.287,0.75
255,1,243,1,12,105,11.739,3
252,0,188,0,24,97,22.577,2.25
252,0,21,0,15,78,14.448,2
255,202,14,14,23,196,21.674,0.75
252,2,247,2,12,105,11.739,3
254,4,224,4,12,104,11.739,2.25
255,0,95,0,22,87,20.771,2
255,129,9,9,16,153,15.352,0.75
254,2,243,2,12,105,11.739,3
255,0,180,0,5,97,5.4161,2.25
252,1,18,1,15,78,14.448,2
244,185,0,0,6,182,6.3194,0.75
252,2,247,2,12,105,11.739,3
252,2,222,2,12,102,11.739,2.25
255,1,93,1,22,87,20.771,2
255,129,9,9,27,153,25.287,0.75
255,1,241,1,12,104,11.739,3
252,0,183,0,24,96,22.577,2.25
251,2,24,2,16,79,15.352,2
255,199,9,9,23,194,21.674,0.75
251,1,246,1,12,104,11.739,3
255,3,224,3,12,104,11.739,2.25
255,2,96,2,22,88,20.771,2
255,136,10,10,27,157,25.287,0.75
255,0,245,0,25,104,23.481,3
255,0,249,0,25,105,23.481,2.25
251,4,255,4,25,106,23.481,2
250,8,108,8,2,92,2.7065,0.75
254,1,81,1,20,86,18.965,3
244,6,0,0,0,76,0.9,2.25
254,1,21,1,5,79,5.4161,2
249,5,5,5,5,78,5.4161,0.75
255,1,241,1,11,104,10.835,3
255,0,195,0,23,98,21.674,2.25
254,1,22,1,24,79,22.577,2
250,191,3,3,6,187,6.3194,0.75
252,2,247,2,11,105,10.835,3
254,3,230,3,11,104,10.835,2.25
255,0,100,0,9,88,9.029,2
255,128,8,8,8,152,8.1258,0.75
255,1,241,1,12,104,11.739,3
252,0,190,0,24,97,22.577,2.25
252,0,23,0,15,78,14.448,2
246,193,0,0,6,187,6.3194,0.75
252,2,247,2,12,105,11.739,3
252,2,222,2,12,102,11.739,2.25
255,0,97,0,22,87,20.771,2
253,129,5,5,27,152,25.287,0.75
255,1,241,1,11,104,10.835,3
253,0,185,0,24,97,22.577,2.25
252,1,18,1,25,78,23.481,2
255,203,8,8,7,196,7.2226,0.75
252,2,247,2,11,105,10.835,3
252,2,222,2,11,102,10.835,2.25
255,0,96,0,21,87,19.868,2
248,122,1,1,16,146,15.352,0.75
255,1,241,1,11,104,10.835,3
255,0,192,0,23,98,21.674,2.25
255,0,21,0,25,79,23.481,2
253,196,3,3,7,191,7.2226,0.75
252,2,247,2,11,105,10.835,3
252,2,222,2,23,102,21.674,2.25
254,0,93,0,21,87,19.868,2
240,116,0,0,16,140,15.352,0.75
254,2,243,2,11,105,10.835,3
252,0,192,0,23,97,21.674,2.25
253,1,24,1,5,79,5.4161,2
248,189,1,1,6,185,6.3194,0.75
252,2,247,2,11,105,10.835,3
251,1,223,1,23,101,21.674,2.25
253,2,99,2,22,88,20.771,2
255,128,9,9,8,152,8.1258,0.75
253,2,240,2,30,104,27.997,3
253,1,186,1,24,97,22.577,2.25
253,1,24,1,15,79,14.448,2
249,192,1,1,7,187,7.2226,0.75
252,2,249,2,30,105,27.997,3
255,5,227,5,12,105,11.739,2.25
254,3,98,3,22,89,20.771,2
255,135,15,15,28,157,26.19,0.75
255,2,243,2,30,105,27.997,3
253,1,182,1,24,97,22.577,2.25
254,1,19,1,16,79,15.352,2
254,197,2,2,23,192,21.674,0.75
252,2,247,2,30,105,27.997,3
252,2,224,2,12,102,11.739,2.25
255,0,96,0,22,87,20.771,2
252,123,3,3,27,148,25.287,0.75
255,1,241,1,11,104,10.835,3
252,0,186,0,24,97,22.577,2.25
253,1,26,1,4,79,4.5129,2
255,194,5,5,7,191,7.2226,0.75
251,1,246,1,11,104,10.835,3
255,1,221,1,11,102,10.835,2.25
255,0,94,0,21,87,19.868,2
253,127,6,6,16,151,15.352,0.75
255,0,243,0,29,104,27.094,3
249,0,188,0,24,96,22.577,2.25
253,0,21,0,16,78,15.352,2
246,191,0,0,6,186,6.3194,0.75
251,1,249,1,29,104,27.094,3
255,3,224,3,12,104,11.739,2.25
255,0,89,0,22,86,20.771,2
245,123,0,0,15,145,14.448,0.75
254,2,245,2,31,105,28.9,3
255,0,195,0,23,98,21.674,2.25
253,0,23,0,19,78,18.061,2
247,190,0,0,6,185,6.3194,0.75
252,2,249,2,31,105,28.9,3
251,1,223,1,11,101,10.835,2.25
255,1,97,1,21,88,19.868,2
255,136,14,14,30,158,27.997,0.75
255,0,245,0,22,104,20.771,3
255,0,248,0,22,105,20.771,2.25
253,2,255,2,22,106,20.771,2
251,9,112,9,2,93,2.7065,0.75
253,1,74,1,20,85,18.965,3
245,7,0,0,11,77,10.835,2.25
255,2,23,2,5,80,5.4161,2
250,4,5,4,17,78,16.255,0.75
255,1,243,1,11,105,10.835,3
253,0,188,0,24,97,22.577,2.25
253,1,16,1,25,78,23.481,2
244,190,0,0,7,184,7.2226,0.75
251,1,246,1,11,104,10.835,3
255,3,224,3,11,104,10.835,2.25
255,0,92,0,21,87,19.868,2
250,124,3,3,30,148,27.997,0.75
255,0,247,0,12,104,11.739,3
255,0,193,0,24,98,22.577,2.25
252,1,18,1,15,78,14.448,2
251,191,0,0,6,187,6.3194,0.75
251,1,246,1,12,104,11.739,3
251,1,221,1,24,101,22.577,2.25
255,0,97,0,22,87,20.771,2
255,129,9,9,16,153,15.352,0.75
255,1,243,1,11,105,10.835,3
253,0,183,0,24,96,22.577,2.25
251,3,17,3,25,79,23.481,2
255,201,7,7,7,195,7.2226,0.75
252,2,247,2,11,105,10.835,3
255,1,221,1,24,102,22.577,2.25
255,0,94,0,22,87,20.771,2
255,133,11,11,29,156,27.094,0.75
254,3,241,3,11,105,10.835,3
255,0,193,0,24,98,22.577,2.25
253,1,22,1,4,79,4.5129,2
255,196,4,4,7,192,7.2226,0.75
252,2,247,2,11,105,10.835,3
254,4,224,4,11,104,10.835,2.25
255,1,95,1,21,88,19.868,2
255,132,10,10,16,155,15.352,0.75
254,2,247,2,24,105,22.577,3
255,0,182,0,26,97,24.384,2.25
253,1,16,1,25,78,23.481,2
253,196,3,3,6,191,6.3194,0.75
252,2,247,2,24,105,22.577,3
250,0,224,0,24,100,22.577,2.25
255,0,99,0,10,88,9.9323,2
255,128,9,9,29,152,27.094,0.75
254,2,243,2,30,105,27.997,3
253,0,189,0,24,97,22.577,2.25
251,0,19,0,15,77,14.448,2
255,197,2,2,6,192,6.3194,0.75
252,2,247,2,30,105,27.997,3
255,6,226,6,12,106,11.739,2.25
255,1,95,1,22,88,20.771,2
250,126,4,4,27,149,25.287,0.75
255,1,245,1,12,105,11.739,3
254,0,189,0,24,97,22.577,2.25
252,0,13,0,25,77,23.481,2
239,181,0,0,17,178,16.255,0.75
251,2,244,2,12,104,11.739,3
254,0,220,0,12,101,11.739,2.25
255,0,92,0,22,87,20.771,2
254,128,7,7,27,152,25.287,0.75
254,2,243,2,11,105,10.835,3
250,1,193,1,23,97,21.674,2.25
251,0,19,0,25,77,23.481,2
254,195,5,5,7,191,7.2226,0.75
251,1,246,1,11,104,10.835,3
252,1,226,1,11,102,10.835,2.25
255,0,95,0,21,87,19.868,2
248,123,3,3,16,147,15.352,0.75
255,1,243,1,12,105,11.739,3
254,0,189,0,24,97,22.577,2.25
251,0,17,0,15,77,14.448,2
253,197,0,0,7,191,7.2226,0.75
251,1,246,1,12,104,11.739,3
254,0,221,0,24,101,22.577,2.25
252,2,92,2,22,87,20.771,2
255,128,8,8,27,152,25.287,0.75
254,2,247,2,24,105,22.577,3
255,0,186,0,29,97,27.094,2.25
249,1,17,1,25,77,23.481,2
251,199,1,1,7,192,7.2226,0.75
252,2,247,2,24,105,22.577,3
255,0,224,0,11,102,10.835,2.25
253,2,95,2,20,88,18.965,2
249,129,6,6,30,151,27.997,0.75
255,0,245,0,26,104,24.384,3
255,0,249,0,26,105,24.384,2.25
254,2,255,2,26,106,24.384,2
251,10,107,10,20,93,18.965,0.75
254,1,81,1,20,86,18.965,3
244,6,0,0,0,76,0.9,2.25
255,1,22,1,17,79,16.255,2
246,2,2,2,11,75,10.835,0.75
255,0,241,0,11,104,10.835,3
255,1,183,1,23,98,21.674,2.25
252,0,23,0,5,78,5.4161,2
245,190,0,0,6,185,6.3194,0.75
251,1,246,1,11,104,10.835,3
252,2,222,2,23,102,21.674,2.25
255,0,95,0,20,87,18.965,2
255,125,7,7,31,150,28.9,0.75
255,1,243,1,12,105,11.739,3
255,0,189,0,24,98,22.577,2.25
254,1,19,1,15,79,14.448,2
252,198,1,1,23,192,21.674,0.75
252,2,247,2,12,105,11.739,3
255,1,221,1,12,102,11.739,2.25
254,0,93,0,2,87,2.7065,2
255,130,10,10,8,154,8.1258,0.75
255,1,241,1,24,104,22.577,3
252,0,184,0,26,96,24.384,2.25
254,2,25,2,15,80,14.448,2
245,196,0,0,6,188,6.3194,0.75
252,2,247,2,24,105,22.577,3
254,4,224,4,12,104,11.739,2.25
255,0,91,0,2,87,2.7065,2
252,123,4,4,16,148,15.352,0.75
254,2,247,2,12,105,11.739,3
253,0,189,0,24,97,22.577,2.25
252,1,20,1,15,78,14.448,2
255,209,7,7,23,200,21.674,0.75
252,2,247,2,12,105,11.739,3
254,5,223,5,12,104,11.739,2.25
252,2,89,2,22,87,20.771,2
253,127,6,6,28,151,26.19,0.75
255,1,243,1,25,105,23.481,3
255,0,186,0,29,97,27.094,2.25
253,0,20,0,24,78,22.577,2
255,205,13,13,22,198,20.771,0.75
252,3,245,3,25,105,23.481,3
252,2,222,2,11,102,10.835,2.25
255,1,93,1,21,87,19.868,2
251,122,3,3,16,147,15.352,0.75
255,1,241,1,11,104,10.835,3
252,0,186,0,23,97,21.674,2.25
251,3,21,3,4,79,4.5129,2
255,207,14,14,22,199,20.771,0.75
252,2,247,2,11,105,10.835,3
253,0,219,0,11,101,10.835,2.25
254,0,88,0,21,86,19.868,2
255,136,13,13,8,158,8.1258,0.75
255,0,243,0,31,104,28.9,3
254,0,186,0,23,97,21.674,2.25
252,0,17,0,24,77,22.577,2
252,199,7,7,21,193,19.868,0.75
252,2,247,2,31,105,28.9,3
254,4,224,4,11,104,10.835,2.25
251,4,93,4,20,88,18.965,2
254,128,8,8,8,152,8.1258,0.75
254,3,241,3,30,105,27.997,3
254,0,185,0,24,97,22.577,2.25
255,0,18,0,16,78,15.352,2
248,194,0,0,6,188,6.3194,0.75
252,2,247,2,30,105,27.997,3
253,1,222,1,12,102,11.739,2.25
255,1,96,1,22,88,20.771,2
255,132,11,11,27,155,25.287,0.75
254,2,245,2,31,105,28.9,3
255,0,186,0,23,97,21.674,2.25
252,1,18,1,24,78,22.577,2
251,197,3,3,22,191,20.771,0.75
252,2,249,2,31,105,28.9,3
254,4,226,4,11,104,10.835,2.25
255,0,95,0,20,87,18.965,2
255,128,10,10,8,153,8.1258,0.75
255,1,243,1,12,105,11.739,3
252,0,183,0,24,96,22.577,2.25
255,0,16,0,15,78,14.448,2
255,204,6,6,23,197,21.674,0.75
251,1,246,1,12,104,11.739,3
252,3,221,3,24,102,22.577,2.25
255,0,91,0,22,87,20.771,2
255,129,11,11,16,153,15.352,0.75
255,0,243,0,26,104,24.384,3
255,3,238,3,26,105,24.384,2.25
252,1,255,1,26,105,24.384,2
250,8,108,8,2,92,2.7065,0.75
254,1,81,1,20,86,18.965,3
243,4,0,0,0,75,0.9,2.25
255,1,23,1,17,79,16.255,2
249,4,3,3,17,77,16.255,0.75
255,1,245,1,30,105,27.997,3
253,0,179,0,23,96,21.674,2.25
254,3,18,3,24,80,22.577,2
253,199,5,5,6,193,6.3194,0.75
252,2,247,2,30,105,27.997,3
252,2,222,2,11,102,10.835,2.25
255,0,92,0,21,87,19.868,2
255,124,6,6,16,150,15.352,0.75
255,0,245,0,30,104,27.997,3
253,0,185,0,24,97,22.577,2.25
252,1,16,1,25,78,23.481,2
252,198,4,4,6,192,6.3194,0.75
251,1,246,1,30,104,27.997,3
254,0,220,0,12,101,11.739,2.25
255,1,95,1,22,88,20.771,2
255,131,11,11,27,154,25.287,0.75
255,1,241,1,24,104,22.577,3
254,0,183,0,30,97,27.997,2.25
253,1,16,1,23,78,21.674,2
252,200,2,2,22,193,20.771,0.75
252,0,255,0,24,104,22.577,3
252,2,224,2,24,102,22.577,2.25
255,0,91,0,20,87,18.965,2
255,125,7,7,31,150,28.9,0.75
255,0,247,0,25,104,23.481,3
253,0,187,0,22,97,20.771,2.25
252,1,16,1,24,78,22.577,2
247,193,0,0,21,187,19.868,0.75
253,3,248,3,25,106,23.481,3
254,4,224,4,10,104,9.9323,2.25
255,0,91,0,19,87,18.061,2
255,129,10,10,31,153,28.9,0.75
255,1,241,1,11,104,10.835,3
254,0,186,0,23,97,21.674,2.25
253,1,14,1,24,78,22.577,2
253,199,5,5,22,193,20.771,0.75
252,2,247,2,11,105,10.835,3
252,2,222,2,23,102,21.674,2.25
255,0,92,0,20,87,18.965,2
251,125,5,5,30,149,27.997,0.75
254,3,240,3,31,105,28.9,3
252,0,185,0,23,96,21.674,2.25
252,0,21,0,24,78,22.577,2
253,196,3,3,22,191,20.771,0.75
253,3,250,3,31,106,28.9,3
252,2,222,2,11,102,10.835,2.25
255,0,94,0,20,87,18.965,2
255,127,9,9,30,152,27.997,0.75
254,3,240,3,24,105,22.577,3
254,0,184,0,29,97,27.094,2.25
251,0,17,0,23,77,21.674,2
255,202,8,8,22,196,20.771,0.75
252,2,247,2,24,105,22.577,3
254,4,224,4,11,104,10.835,2.25
252,2,91,2,20,87,18.965,2
243,117,0,0,16,141,15.352,0.75
255,1,243,1,23,105,21.674,3
253,0,192,0,26,98,24.384,2.25
252,1,18,1,24,78,22.577,2
247,194,0,0,21,188,19.868,0.75
252,2,249,2,23,105,21.674,3
252,2,224,2,11,102,10.835,2.25
255,1,93,1,20,87,18.965,2
253,122,6,6,30,148,27.997,0.75
255,0,241,0,24,104,22.577,3
255,0,182,0,28,97,26.19,2.25
249,1,19,1,23,77,21.674,2
251,196,5,5,22,191,20.771,0.75
251,1,246,1,24,104,22.577,3
251,1,223,1,11,101,10.835,2.25
255,1,91,1,20,87,18.965,2
255,128,9,9,31,152,28.9,0.75
255,0,247,0,30,104,27.997,3
255,0,186,0,23,97,21.674,2.25
252,0,23,0,24,78,22.577,2
241,184,0,0,6,180,6.3194,0.75
252,2,247,2,30,105,27.997,3
252,1,226,1,11,102,10.835,2.25
255,0,94,0,20,87,18.965,2
255,134,18,18,8,157,8.1258,0.75
255,0,243,0,26,104,24.384,3
255,0,250,0,26,105,24.384,2.25
250,2,255,2,26,105,24.384,2
247,6,101,6,20,89,18.965,0.75
254,2,77,2,20,86,18.965,3
244,6,0,0,0,76,0.9,2.25
255,1,22,1,17,79,16.255,2
251,3,4,3,17,77,16.255,0.75
255,1,241,1,31,104,28.9,3
254,0,189,0,23,97,21.674,2.25
252,1,18,1,24,78,22.577,2
253,200,6,6,22,194,20.771,0.75
252,2,249,2,31,105,28.9,3
251,1,221,1,11,101,10.835,2.25
255,0,91,0,20,87,18.965,2
255,122,8,8,8,149,8.1258,0.75
254,3,241,3,24,105,22.577,3
255,0,177,0,4,96,4.5129,2.25
249,2,13,2,23,77,21.674,2
255,210,16,16,10,201,9.9323,0.75
253,3,248,3,24,106,22.577,3
254,0,220,0,11,101,10.835,2.25
255,0,89,0,21,86,19.868,2
251,125,5,5,8,149,8.1258,0.75
255,1,245,1,23,105,21.674,3
253,0,185,0,28,97,26.19,2.25
253,1,22,1,5,79,5.4161,2
244,197,0,0,22,189,20.771,0.75
252,2,249,2,23,105,21.674,3
251,1,221,1,11,101,10.835,2.25
255,1,91,1,20,87,18.965,2
254,123,5,5,30,149,27.997,0.75
255,1,245,1,30,105,27.997,3
253,1,184,1,23,97,21.674,2.25
248,0,16,0,24,76,22.577,2
255,201,9,9,22,195,20.771,0.75
253,3,248,3,30,106,27.997,3
251,1,221,1,11,101,10.835,2.25
255,1,91,1,20,87,18.965,2
255,127,9,9,8,152,8.1258,0.75
255,0,243,0,25,104,23.481,3
253,1,182,1,28,97,26.19,2.25
252,1,20,1,23,78,21.674,2
255,201,8,8,21,195,19.868,0.75
251,1,246,1,25,104,23.481,3
255,1,222,1,11,102,10.835,2.25
255,1,91,1,20,87,18.965,2
255,129,11,11,8,153,8.1258,0.75
255,1,245,1,31,105,28.9,3
250,0,181,0,5,95,5.4161,2.25
252,1,16,1,14,78,13.545,2
255,209,8,8,23,200,21.674,0.75
251,1,246,1,31,104,28.9,3
255,1,221,1,12,102,11.739,2.25
255,1,87,1,22,87,20.771,2
255,128,8,8,27,152,25.287,0.75
255,1,245,1,24,105,22.577,3
254,0,186,0,21,97,19.868,2.25
251,0,15,0,25,77,23.481,2
246,193,0,0,22,187,20.771,0.75
252,2,247,2,24,105,22.577,3
251,0,225,0,10,101,9.9323,2.25
255,0,91,0,19,87,18.061,2
255,123,11,11,16,150,15.352,0.75
255,1,243,1,26,105,24.384,3
255,0,179,0,22,97,20.771,2.25
253,0,12,0,25,77,23.481,2
255,205,8,8,23,197,21.674,0.75
251,1,246,1,26,104,24.384,3
255,5,225,5,26,105,24.384,2.25
255,1,89,1,20,87,18.965,2
255,128,8,8,29,152,27.094,0.75
255,1,241,1,25,104,23.481,3
254,0,188,0,20,97,18.965,2.25
253,0,18,0,24,78,22.577,2
255,197,10,10,22,193,20.771,0.75
251,1,246,1,25,104,23.481,3
252,2,222,2,10,102,9.9323,2.25
255,0,91,0,19,87,18.061,2
251,115,3,3,16,143,15.352,0.75
253,1,242,1,24,104,22.577,3
251,1,173,1,4,95,4.5129,2.25
250,0,18,0,23,77,21.674,2
242,192,0,0,22,185,20.771,0.75
252,2,249,2,24,105,22.577,3
255,0,224,0,11,102,10.835,2.25
255,0,91,0,20,87,18.965,2
251,122,3,3,30,147,27.997,0.75
255,0,243,0,25,104,23.481,3
255,2,236,2,25,104,23.481,2.25
253,1,255,1,25,105,23.481,2
254,4,104,4,20,90,18.965,0.75
253,0,80,0,20,85,18.965,3
242,4,0,0,0,75,0.9,2.25
255,1,22,1,17,79,16.255,2
245,0,0,0,0,73,0.9,0.75
255,2,240,2,25,105,23.481,3
253,2,177,2,21,97,19.868,2.25
253,1,16,1,24,78,22.577,2
254,206,2,2,22,197,20.771,0.75
252,2,249,2,25,105,23.481,3
255,1,221,1,25,102,23.481,2.25
255,0,91,0,19,87,18.061,2
255,125,7,7,31,150,28.9,0.75
255,1,243,1,11,105,10.835,3
253,0,187,0,23,97,21.674,2.25
255,0,16,0,24,78,22.577,2
255,206,11,11,22,198,20.771,0.75
253,3,251,3,11,106,10.835,3
254,0,220,0,11,101,10.835,2.25
255,1,92,1,20,87,18.965,2
255,128,10,10,8,153,8.1258,0.75
254,3,241,3,23,105,21.674,3
250,2,186,2,26,97,24.384,2.25
254,3,20,3,5,80,5.4161,2
254,199,8,8,22,194,20.771,0.75
252,2,249,2,23,105,21.674,3
252,2,224,2,11,102,10.835,2.25
255,0,96,0,20,87,18.965,2
251,120,4,4,30,146,27.997,0.75
254,2,245,2,25,105,23.481,3
252,0,182,0,21,96,19.868,2.25
251,0,19,0,5,77,5.4161,2
253,196,3,3,22,191,20.771,0.75
252,2,247,2,25,105,23.481,3
255,3,223,3,9,103,9.029,2.25
255,0,94,0,19,87,18.061,2
255,127,12,12,31,152,28.9,0.75
255,1,243,1,25,105,23.481,3
253,0,183,0,21,96,19.868,2.25
253,0,18,0,24,78,22.577,2
253,203,8,8,22,196,20.771,0.75
252,2,249,2,25,105,23.481,3
255,1,221,1,9,102,9.029,2.25
255,0,91,0,19,87,18.061,2
255,126,9,9,8,151,8.1258,0.75
255,1,241,1,24,104,22.577,3
254,0,185,0,27,97,25.287,2.25
255,2,22,2,5,80,5.4161,2
253,196,3,3,6,191,6.3194,0.75
252,2,247,2,24,105,22.577,3
255,1,222,1,24,102,22.577,2.25
254,0,93,0,2,87,2.7065,2
249,118,2,2,16,144,15.352,0.75
255,1,241,1,26,104,24.384,3
252,0,177,0,22,96,20.771,2.25
252,0,13,0,24,77,22.577,2
254,204,9,9,21,197,19.868,0.75
251,1,246,1,26,104,24.384,3
255,3,221,3,26,103,24.384,2.25
255,0,91,0,19,87,18.061,2
255,126,9,9,8,151,8.1258,0.75
255,0,242,0,30,104,27.997,3
255,0,185,0,23,97,21.674,2.25
252,1,18,1,5,78,5.4161,2
243,189,0,0,6,184,6.3194,0.75
253,3,250,3,30,106,27.997,3
252,2,222,2,11,102,10.835,2.25
255,2,94,2,20,88,18.965,2
253,123,9,9,31,149,28.9,0.75
255,1,241,1,11,104,10.835,3
255,0,183,0,23,97,21.674,2.25
254,3,20,3,24,80,22.577,2
251,194,3,3,22,189,20.771,0.75
252,2,247,2,11,105,10.835,3
255,2,222,2,11,103,10.835,2.25
255,0,91,0,20,87,18.965,2
252,119,1,1,29,145,27.094,0.75
255,0,247,0,29,104,27.094,3
251,0,185,0,23,96,21.674,2.25
249,2,13,2,24,77,22.577,2
255,207,16,16,22,200,20.771,0.75
253,3,250,3,29,106,27.094,3
255,1,221,1,11,102,10.835,2.25
255,1,91,1,20,87,18.965,2
255,131,14,14,8,155,8.1258,0.75
255,0,245,0,24,104,22.577,3
255,0,250,0,24,105,22.577,2.25
253,2,255,2,24,106,22.577,2
253,7,106,7,2,92,2.7065,0.75
254,0,86,0,20,86,18.965,3
243,5,0,0,11,76,10.835,2.25
255,2,23,2,5,80,5.4161,2
246,2,4,2,11,75,10.835,0.75
255,0,247,0,30,104,27.997,3
253,0,184,0,23,97,21.674,2.25
255,5,18,5,24,81,22.577,2
251,194,3,3,22,189,20.771,0.75
252,2,249,2,30,105,27.997,3
255,2,222,2,11,103,10.835,2.25
255,0,91,0,20,87,18.965,2
255,127,11,11,8,152,8.1258,0.75
254,3,241,3,11,105,10.835,3
253,0,181,0,24,96,22.577,2.25
252,1,16,1,0,78,0.9,2
252,198,4,4,6,192,6.3194,0.75
252,2,249,2,11,105,10.835,3
254,0,218,0,24,101,22.577,2.25
255,0,90,0,20,86,18.965,2
255,122,7,7,29,149,27.094,0.75
255,4,242,4,11,106,10.835,3
253,0,180,0,23,96,21.674,2.25
252,0,21,0,24,78,22.577,2
249,201,5,5,21,193,19.868,0.75
253,3,250,3,11,106,10.835,3
255,2,222,2,23,103,21.674,2.25
255,0,89,0,20,86,18.965,2
251,120,6,6,16,146,15.352,0.75
254,1,250,1,30,105,27.997,3
254,0,185,0,23,97,21.674,2.25
252,1,20,1,24,78,22.577,2
255,197,5,5,22,192,20.771,0.75
252,2,249,2,30,105,27.997,3
255,2,222,2,11,103,10.835,2.25
255,1,93,1,20,87,18.965,2
250,123,8,8,29,148,27.094,0.75
254,2,245,2,24,105,22.577,3
253,0,185,0,27,97,25.287,2.25
255,1,19,1,23,79,21.674,2
253,195,7,7,22,191,20.771,0.75
253,3,248,3,24,106,22.577,3
254,0,220,0,11,101,10.835,2.25
255,0,92,0,20,87,18.965,2
255,124,10,10,31,150,28.9,0.75
255,2,251,2,31,106,28.9,3
251,0,180,0,24,96,22.577,2.25
252,0,15,0,23,77,21.674,2
245,191,0,0,6,185,6.3194,0.75
251,1,248,1,31,104,28.9,3
255,1,221,1,11,102,10.835,2.25
255,1,93,1,20,87,18.965,2
254,123,7,7,29,149,27.094,0.75
255,2,241,2,11,105,10.835,3
254,0,188,0,4,97,4.5129,2.25
254,1,19,1,24,79,22.577,2
245,190,0,0,21,185,19.868,0.75
252,2,249,2,11,105,10.835,3
252,2,222,2,11,102,10.835,2.25
255,1,95,1,20,88,18.965,2
255,125,16,16,29,151,27.094,0.75
254,2,247,2,24,105,22.577,3
252,1,179,1,27,96,25.287,2.25
252,1,20,1,23,78,21.674,2
251,197,3,3,22,191,20.771,0.75
251,1,246,1,24,104,22.577,3
255,2,222,2,11,103,10.835,2.25
255,0,90,0,2,86,2.7065,2
255,124,8,8,8,150,8.1258,0.75
255,1,243,1,11,105,10.835,3
253,0,179,0,23,96,21.674,2.25
252,0,15,0,24,77,22.577,2
248,194,0,0,22,188,20.771,0.75
252,2,249,2,11,105,10.835,3
254,0,218,0,11,101,10.835,2.25
255,0,89,0,2,86,2.7065,2
255,128,16,16,8,153,8.1258,0.75
255,0,245,0,24,104,22.577,3
252,0,182,0,28,96,26.19,2.25
254,2,15,2,23,79,21.674,2
254,199,10,10,22,194,20.771,0.75
252,2,247,2,24,105,22.577,3
253,0,217,0,11,100,10.835,2.25
255,0,90,0,20,86,18.965,2
255,127,11,11,8,152,8.1258,0.75
255,0,245,0,25,104,23.481,3
255,1,238,1,25,104,23.481,2.25
250,2,255,2,25,105,23.481,2
253,8,101,8,21,92,19.868,0.75
253,1,78,1,21,85,19.868,3
250,7,0,0,27,79,25.287,2.25
255,2,20,2,17,80,16.255,2
250,5,4,4,0,78,0.9,0.75
255,1,241,1,11,104,10.835,3
255,0,182,0,23,97,21.674,2.25
253,3,13,3,14,79,13.545,2
246,200,3,3,22,191,20.771,0.75
252,2,249,2,11,105,10.835,3
254,0,218,0,23,101,21.674,2.25
255,0,88,0,20,86,18.965,2
249,111,0,0,16,140,15.352,0.75
254,3,241,3,24,105,22.577,3
255,0,181,0,27,97,25.287,2.25
254,0,17,0,23,78,21.674,2
255,203,9,9,22,196,20.771,0.75
252,2,249,2,24,105,22.577,3
254,0,220,0,11,101,10.835,2.25
254,0,91,0,20,86,18.965,2
255,124,12,12,29,150,27.094,0.75
255,0,247,0,23,104,21.674,3
255,0,183,0,27,97,25.287,2.25
253,3,15,3,24,79,22.577,2
250,197,3,3,21,191,19.868,0.75
252,2,249,2,23,105,21.674,3
254,0,218,0,11,101,10.835,2.25
255,1,91,1,20,87,18.965,2
255,132,15,15,8,155,8.1258,0.75
255,1,243,1,23,105,21.674,3
255,0,175,0,27,96,25.287,2.25
253,2,21,2,5,79,5.4161,2
254,191,2,2,22,188,20.771,0.75
252,2,249,2,23,105,21.674,3
254,0,220,0,11,101,10.835,2.25
254,0,93,0,20,87,18.965,2
255,124,11,11,8,150,8.1258,0.75
255,1,245,1,11,105,10.835,3
255,0,181,0,23,97,21.674,2.25
254,0,17,0,24,78,22.577,2
241,184,0,0,6,180,6.3194,0.75
252,2,249,2,11,105,10.835,3
255,1,222,1,23,102,21.674,2.25
255,0,94,0,20,87,18.965,2
249,114,0,0,15,141,14.448,0.75
254,2,245,2,24,105,22.577,3
252,2,172,2,27,96,25.287,2.25
252,1,18,1,23,78,21.674,2
252,197,6,6,21,192,19.868,0.75
252,2,249,2,24,105,22.577,3
253,0,217,0,11,100,10.835,2.25
254,0,93,0,2,87,2.7065,2
255,118,7,7,15,146,14.448,0.75
255,2,240,2,24,105,22.577,3
255,0,179,0,27,97,25.287,2.25
253,1,14,1,0,78,0.9,2
251,198,4,4,22,192,20.771,0.75
252,2,247,2,24,105,22.577,3
255,1,221,1,11,102,10.835,2.25
255,0,91,0,20,87,18.965,2
255,125,10,10,29,151,27.094,0.75
255,0,247,0,11,104,10.835,3
251,0,185,0,23,96,21.674,2.25
251,3,17,3,24,79,22.577,2
255,197,7,7,22,193,20.771,0.75
252,2,247,2,11,105,10.835,3
254,0,220,0,11,101,10.835,2.25
255,1,95,1,20,88,18.965,2
255,125,11,11,27,151,25.287,0.75
255,1,245,1,24,105,22.577,3
255,0,174,0,27,96,25.287,2.25
253,0,18,0,23,78,21.674,2
255,205,16,16,22,198,20.771,0.75
252,2,247,2,24,105,22.577,3
255,2,220,2,11,102,10.835,2.25
